timestamp,country,city,station_type,temperature,humidity,wind_speed,precipitation,pm2.5,pm10,no2,co,o3,so2,aqi,aqi_category,hour,day_of_week,month,season
2020-01-01 21:00:00,Netherlands,Utrecht,Urban_Traffic,15.78,27.39,22.34,0.0,31.63,56.72,22.96,0.591,49.4,1.16,113.45,Unhealthy_for_Sensitive,21.0,2.0,1.0,1.0
2020-01-01 22:00:00,Poland,Krakow,Urban_Traffic,14.1,37.37,12.75,0.0,29.6,49.9,,0.454,32.89,3.74,107.93,Unhealthy_for_Sensitive,22.0,2.0,1.0,1.0
2020-01-01 23:00:00,Netherlands,Amsterdam,Rural,18.2,38.72,11.27,0.0,31.73,48.17,23.01,0.453,55.37,3.2,96.34,Moderate,23.0,2.0,1.0,
2020-01-02 00:00:00,Germany,Frankfurt,Suburban,20.54,50.33,6.72,0.0,28.3,48.34,42.23,0.503,62.62,2.99,105.57,Unhealthy_for_Sensitive,0.0,3.0,1.0,1.0
2020-01-02 01:00:00,France,Paris,Suburban,13.16,24.56,23.94,0.0,29.89,32.42,14.63,0.198,76.69,4.88,85.41,Moderate,1.0,3.0,1.0,1.0
2020-01-02 02:00:00,France,Paris,Suburban,19.31,45.81,9.96,2.78,30.7,32.76,21.75,0.353,64.61,9.66,87.7,Moderate,2.0,3.0,1.0,1.0
2020-01-02 03:00:00,Sweden,Malmo,Urban_Traffic,15.3,46.33,3.03,0.0,27.82,38.77,46.37,0.587,48.91,11.07,115.92,Unhealthy_for_Sensitive,3.0,3.0,1.0,1.0
2020-01-02 04:00:00,Portugal,Braga,Industrial,18.51,31.95,3.47,0.0,29.6,45.28,36.76,0.518,67.8,12.67,91.89,Moderate,4.0,3.0,1.0,1.0
2020-01-02 05:00:00,Germany,Berlin,Industrial,19.98,34.95,4.15,0.0,28.28,36.35,37.99,0.332,54.14,9.44,94.98,Moderate,5.0,3.0,1.0,1.0
2020-01-02 06:00:00,Spain,Seville,Rural,7.31,55.7,12.58,0.0,25.5,40.8,23.59,0.446,69.1,4.67,81.61,Moderate,6.0,3.0,1.0,1.0
2020-01-02 07:00:00,Germany,Berlin,Urban_Traffic,19.51,42.24,15.1,1.61,38.48,60.66,56.23,0.674,76.06,2.7,140.58,Unhealthy_for_Sensitive,7.0,3.0,,1.0
2020-01-02 08:00:00,Netherlands,The Hague,Urban_Traffic,16.78,33.99,12.53,2.08,35.44,42.32,,0.524,40.38,4.03,103.6,Unhealthy_for_Sensitive,8.0,3.0,1.0,1.0
2020-01-02 09:00:00,Germany,Berlin,Urban_Traffic,9.2,57.28,3.06,0.0,41.35,71.0,56.89,0.714,38.6,5.57,142.22,Unhealthy_for_Sensitive,9.0,3.0,1.0,1.0
2020-01-02 10:00:00,Austria,Vienna,Urban_Traffic,19.2,39.86,25.98,0.0,,34.58,41.62,0.392,52.95,9.92,104.05,Unhealthy_for_Sensitive,,3.0,1.0,1.0
2020-01-02 11:00:00,Italy,Rome,Industrial,18.63,49.24,21.5,0.0,19.15,19.93,18.96,0.211,59.78,9.23,59.78,Moderate,11.0,3.0,1.0,1.0
2020-01-02 12:00:00,Austria,Innsbruck,Urban_Background,13.36,36.96,16.94,0.0,41.61,70.07,36.82,0.667,72.64,4.25,140.13,Unhealthy_for_Sensitive,12.0,3.0,1.0,1.0
2020-01-02 13:00:00,Belgium,Ghent,Industrial,22.36,54.89,22.02,0.0,27.99,24.1,16.02,0.096,53.91,12.15,79.96,Moderate,13.0,3.0,1.0,1.0
2020-01-02 14:00:00,Netherlands,Amsterdam,Rural,18.6,21.16,22.75,0.0,25.7,38.14,29.81,0.14,,6.13,76.28,Moderate,14.0,3.0,1.0,1.0
2020-01-02 15:00:00,,Naples,Urban_Traffic,10.64,63.42,6.19,0.0,30.05,52.1,35.64,0.736,52.29,8.22,104.19,Unhealthy_for_Sensitive,15.0,3.0,1.0,1.0
2020-01-02 16:00:00,France,Paris,Urban_Background,20.58,34.71,4.76,1.59,28.51,28.7,46.47,0.461,39.82,4.88,116.19,Unhealthy_for_Sensitive,16.0,3.0,1.0,1.0
2020-01-02 17:00:00,Netherlands,,Suburban,13.0,48.51,10.04,0.0,27.93,38.27,34.23,0.255,37.86,9.1,,Moderate,17.0,3.0,1.0,1.0
2020-01-02 18:00:00,Austria,Salzburg,Industrial,19.5,32.15,18.77,4.04,31.21,34.95,18.79,0.428,50.74,10.78,89.18,Moderate,18.0,3.0,1.0,1.0
2020-01-02 19:00:00,Germany,Hamburg,Urban_Background,11.04,24.39,16.65,0.0,27.01,35.72,41.46,0.78,70.62,6.67,103.66,Unhealthy_for_Sensitive,19.0,3.0,1.0,1.0
2020-01-02 20:00:00,Austria,Innsbruck,Urban_Traffic,7.46,50.67,20.69,0.0,28.8,39.83,21.3,0.473,54.26,4.38,82.27,Moderate,20.0,,1.0,1.0
2020-01-02 21:00:00,Austria,Graz,Urban_Traffic,6.11,40.49,8.35,0.0,35.9,54.82,42.47,0.574,45.27,3.4,109.65,Unhealthy_for_Sensitive,21.0,3.0,1.0,1.0
2020-01-02 22:00:00,Italy,Milan,Urban_Traffic,18.93,57.83,24.94,0.0,28.54,42.96,25.76,0.565,60.14,4.36,85.92,Moderate,22.0,3.0,1.0,1.0
2020-01-02 23:00:00,Spain,Madrid,Suburban,18.19,22.7,24.93,0.0,31.8,58.61,29.05,0.169,81.38,3.19,117.21,Unhealthy_for_Sensitive,23.0,3.0,1.0,1.0
2020-01-03 00:00:00,Italy,Milan,Urban_Traffic,19.76,46.44,20.47,0.0,29.59,37.12,24.58,0.444,,,84.53,Moderate,0.0,4.0,1.0,1.0
2020-01-03 01:00:00,Italy,Rome,Industrial,20.98,45.43,23.28,0.0,,33.09,34.47,0.246,,6.98,86.18,Moderate,1.0,4.0,1.0,1.0
2020-01-03 02:00:00,Italy,Rome,Urban_Traffic,17.59,56.76,17.62,0.0,30.07,50.2,36.71,0.365,58.15,5.5,100.4,Unhealthy_for_Sensitive,2.0,4.0,1.0,1.0
2020-01-03 03:00:00,Austria,Salzburg,Rural,20.34,45.09,24.98,0.0,22.72,31.07,20.34,0.185,65.8,2.43,65.8,Moderate,3.0,4.0,1.0,1.0
2020-01-03 04:00:00,Spain,Barcelona,Urban_Background,19.89,43.34,23.3,3.75,26.91,33.89,25.27,0.353,60.76,7.27,76.89,Moderate,4.0,4.0,1.0,1.0
2020-01-03 05:00:00,France,,Suburban,12.89,44.13,30.01,0.0,15.0,11.4,22.86,0.303,50.1,0.0,57.14,Moderate,5.0,4.0,1.0,1.0
2020-01-03 06:00:00,Portugal,Lisbon,Urban_Background,16.49,40.47,29.26,0.0,30.62,,33.89,0.526,72.23,9.78,87.5,Moderate,6.0,4.0,1.0,1.0
2020-01-03 07:00:00,Austria,Vienna,Suburban,14.94,30.1,13.99,0.0,42.09,66.72,29.75,0.433,64.91,3.25,133.44,Unhealthy_for_Sensitive,7.0,4.0,1.0,1.0
2020-01-03 08:00:00,Poland,Krakow,Urban_Traffic,,30.52,2.55,,28.2,42.72,51.56,0.684,53.9,1.42,128.9,Unhealthy_for_Sensitive,8.0,4.0,1.0,1.0
2020-01-03 09:00:00,Poland,Poznan,Urban_Traffic,18.89,50.8,0.24,0.0,41.47,58.25,72.64,0.733,50.21,4.93,181.6,Unhealthy,9.0,4.0,1.0,1.0
2020-01-03 10:00:00,Austria,Graz,Industrial,10.33,54.65,17.42,0.0,29.91,44.77,42.33,0.192,83.19,14.78,105.83,Unhealthy_for_Sensitive,10.0,4.0,1.0,1.0
2020-01-03 11:00:00,Spain,Madrid,Industrial,17.41,41.1,13.53,0.0,25.56,45.54,39.51,0.167,46.35,8.13,98.78,Moderate,11.0,4.0,1.0,1.0
2020-01-03 12:00:00,Austria,Salzburg,Urban_Traffic,14.88,44.89,5.22,0.56,38.45,66.27,45.69,0.542,63.16,1.76,132.54,Unhealthy_for_Sensitive,12.0,4.0,1.0,1.0
2020-01-03 13:00:00,Belgium,Bruges,Urban_Background,20.58,43.26,4.99,0.0,28.75,39.59,52.78,0.405,59.06,0.76,131.95,Unhealthy_for_Sensitive,13.0,4.0,1.0,1.0
2020-01-03 14:00:00,Netherlands,Utrecht,Urban_Traffic,8.73,34.55,,0.0,29.46,37.18,32.91,0.433,39.73,0.96,84.18,Moderate,14.0,4.0,1.0,1.0
2020-01-03 15:00:00,Netherlands,Rotterdam,Suburban,,29.56,13.22,0.0,30.85,55.2,30.85,0.519,53.88,9.08,110.39,Unhealthy_for_Sensitive,15.0,4.0,1.0,1.0
2020-01-03 16:00:00,France,Paris,Industrial,22.65,44.73,17.05,0.0,29.1,33.8,32.06,0.334,63.18,11.15,83.14,Moderate,16.0,4.0,1.0,1.0
2020-01-03 17:00:00,France,Toulouse,Suburban,5.65,37.75,24.66,0.0,29.93,52.04,28.1,0.395,39.85,,104.08,Unhealthy_for_Sensitive,17.0,4.0,1.0,1.0
2020-01-03 18:00:00,Spain,Valencia,Suburban,18.68,42.33,11.16,0.0,41.73,54.77,21.63,0.551,69.36,2.61,119.24,,18.0,4.0,1.0,1.0
2020-01-03 19:00:00,France,Paris,Rural,,29.12,22.44,0.0,23.22,28.88,29.64,0.424,58.51,0.99,74.09,Moderate,19.0,4.0,1.0,1.0
2020-01-03 20:00:00,Austria,Graz,Industrial,21.52,49.3,15.32,0.0,24.76,46.85,37.07,0.381,50.77,10.31,93.71,Moderate,20.0,4.0,1.0,1.0
2020-01-03 21:00:00,Germany,Hamburg,Urban_Background,14.83,48.18,16.07,2.39,33.86,47.66,45.75,0.461,50.17,7.66,114.37,Unhealthy_for_Sensitive,21.0,4.0,1.0,1.0
2020-01-03 22:00:00,Portugal,Braga,Urban_Traffic,11.13,54.14,8.15,0.0,47.71,53.07,51.06,0.693,33.4,5.53,136.32,Unhealthy_for_Sensitive,22.0,4.0,1.0,1.0
2020-01-03 23:00:00,Netherlands,Amsterdam,Industrial,24.44,48.68,17.26,0.0,24.53,43.42,23.73,0.488,78.17,8.91,,Moderate,23.0,4.0,1.0,1.0
,Austria,Innsbruck,Urban_Traffic,15.27,54.53,27.64,0.0,23.59,,22.24,0.223,47.78,0.0,67.41,Moderate,0.0,5.0,1.0,1.0
2020-01-04 01:00:00,Austria,Innsbruck,Rural,11.46,45.63,2.74,0.0,28.4,53.92,32.85,0.478,62.2,4.01,107.84,Unhealthy_for_Sensitive,1.0,5.0,1.0,1.0
2020-01-04 02:00:00,Netherlands,Amsterdam,Suburban,9.65,40.74,10.86,3.02,21.75,29.31,28.23,0.354,41.52,7.39,70.56,Moderate,2.0,,1.0,1.0
2020-01-04 03:00:00,Austria,Graz,Suburban,22.74,32.95,9.37,0.0,32.93,65.01,25.41,0.368,55.67,6.0,130.02,Unhealthy_for_Sensitive,3.0,5.0,1.0,1.0
2020-01-04 04:00:00,Austria,Vienna,Industrial,12.97,49.75,13.12,0.0,24.58,43.88,28.73,0.555,62.14,13.31,87.75,Moderate,4.0,5.0,1.0,1.0
2020-01-04 05:00:00,Germany,Munich,Suburban,18.16,36.22,19.37,0.35,16.34,15.83,17.89,0.366,66.21,4.72,66.21,Moderate,5.0,5.0,1.0,1.0
2020-01-04 06:00:00,Portugal,Porto,Suburban,18.65,38.48,8.51,0.18,29.76,51.45,15.6,0.387,43.73,3.83,102.9,Unhealthy_for_Sensitive,6.0,,1.0,1.0
2020-01-04 07:00:00,Belgium,Antwerp,Urban_Traffic,,39.05,17.23,0.0,,55.46,39.14,0.477,51.54,5.52,110.92,Unhealthy_for_Sensitive,7.0,5.0,1.0,1.0
2020-01-04 08:00:00,Portugal,Porto,Urban_Traffic,14.57,59.11,23.83,0.0,41.83,67.3,33.68,0.44,44.9,5.27,134.61,Unhealthy_for_Sensitive,8.0,5.0,1.0,1.0
2020-01-04 09:00:00,Spain,Seville,Urban_Background,23.33,32.77,20.85,4.05,36.25,52.98,36.08,0.636,45.09,1.49,105.96,,9.0,5.0,1.0,1.0
2020-01-04 10:00:00,Netherlands,The Hague,Urban_Background,11.24,54.44,14.34,0.0,35.78,55.1,33.49,0.527,61.53,6.38,110.19,Unhealthy_for_Sensitive,10.0,5.0,1.0,1.0
2020-01-04 11:00:00,Italy,Rome,Rural,20.54,52.49,18.93,0.0,18.94,40.24,25.21,0.168,56.96,2.96,80.49,Moderate,11.0,,1.0,1.0
2020-01-04 12:00:00,Poland,Krakow,Suburban,27.31,36.15,17.63,0.0,,41.2,32.12,0.418,63.75,,82.39,Moderate,12.0,5.0,1.0,1.0
2020-01-04 13:00:00,Netherlands,Rotterdam,Rural,17.74,45.25,29.25,0.79,14.84,15.86,18.22,0.199,56.99,2.8,56.99,Moderate,13.0,5.0,1.0,1.0
2020-01-04 14:00:00,France,Lyon,Urban_Background,22.44,46.23,11.05,2.02,28.96,58.51,39.84,0.529,60.13,3.26,117.03,Unhealthy_for_Sensitive,14.0,5.0,1.0,1.0
2020-01-04 15:00:00,Belgium,Ghent,Rural,22.95,61.56,24.38,0.0,17.79,21.74,21.04,0.135,63.82,9.7,63.82,Moderate,15.0,5.0,1.0,1.0
2020-01-04 16:00:00,Sweden,Stockholm,Suburban,12.34,34.71,19.95,0.0,27.66,52.33,28.52,0.304,57.19,6.84,104.67,Unhealthy_for_Sensitive,16.0,5.0,1.0,1.0
2020-01-04 17:00:00,Netherlands,The Hague,Urban_Traffic,12.39,36.63,17.81,0.0,40.66,56.67,51.42,0.588,55.63,9.74,128.55,Unhealthy_for_Sensitive,17.0,5.0,1.0,1.0
2020-01-04 18:00:00,France,Paris,Suburban,9.69,60.02,14.16,0.0,36.56,52.79,39.49,0.484,,9.43,105.58,Unhealthy_for_Sensitive,18.0,5.0,1.0,1.0
2020-01-04 19:00:00,Germany,Hamburg,Urban_Background,24.4,44.94,17.09,0.54,35.1,60.19,45.06,0.482,62.84,0.0,120.39,Unhealthy_for_Sensitive,19.0,5.0,1.0,1.0
2020-01-04 20:00:00,Sweden,Uppsala,Urban_Background,18.84,32.86,8.01,0.0,,37.88,37.75,0.358,67.86,2.7,94.36,Moderate,,5.0,1.0,1.0
2020-01-04 21:00:00,Portugal,Braga,Urban_Background,13.7,59.51,10.28,1.19,34.35,53.34,31.42,0.367,67.13,0.18,106.68,Unhealthy_for_Sensitive,21.0,5.0,1.0,1.0
2020-01-04 22:00:00,Poland,Poznan,Industrial,21.04,49.7,23.76,0.0,20.07,21.46,23.47,0.139,,10.57,63.42,Moderate,22.0,5.0,1.0,1.0
,Portugal,Coimbra,Industrial,13.03,59.72,13.29,0.78,24.35,39.41,29.54,0.2,58.27,3.74,78.82,Moderate,23.0,,1.0,1.0
2020-01-05 00:00:00,Belgium,Bruges,Industrial,13.84,45.05,19.8,0.53,18.01,23.27,24.89,0.369,50.77,11.12,62.21,Moderate,0.0,6.0,1.0,1.0
2020-01-05 01:00:00,Austria,Vienna,Rural,20.04,29.23,20.35,0.0,30.06,32.78,27.25,0.221,55.46,5.99,85.89,Moderate,1.0,6.0,,1.0
2020-01-05 02:00:00,Sweden,Stockholm,Industrial,14.48,36.73,24.79,0.0,24.04,38.35,21.5,0.216,64.96,9.04,76.7,Moderate,2.0,6.0,1.0,1.0
2020-01-05 03:00:00,Netherlands,The Hague,Urban_Traffic,22.24,51.09,3.3,0.0,23.41,47.37,58.55,0.678,29.48,10.3,146.36,Unhealthy_for_Sensitive,3.0,6.0,1.0,1.0
2020-01-05 04:00:00,Netherlands,Rotterdam,Suburban,25.71,50.1,9.49,0.0,36.41,56.3,39.26,0.36,52.65,1.53,112.59,Unhealthy_for_Sensitive,4.0,6.0,1.0,1.0
2020-01-05 05:00:00,France,Toulouse,Industrial,9.84,,,0.0,35.54,60.15,35.47,0.663,47.87,13.79,120.29,Unhealthy_for_Sensitive,5.0,6.0,1.0,1.0
2020-01-05 06:00:00,Poland,Poznan,Urban_Traffic,11.57,55.31,14.22,0.36,23.18,37.78,54.16,0.51,56.34,12.37,135.41,Unhealthy_for_Sensitive,6.0,6.0,1.0,1.0
2020-01-05 07:00:00,Portugal,Coimbra,Urban_Background,22.39,43.16,14.47,0.0,30.72,45.79,44.65,0.585,48.53,2.31,111.63,Unhealthy_for_Sensitive,7.0,6.0,1.0,1.0
2020-01-05 08:00:00,Germany,Munich,,24.49,39.25,10.37,0.0,29.11,45.49,38.66,0.461,53.52,7.89,96.66,Moderate,8.0,6.0,1.0,1.0
2020-01-05 09:00:00,Portugal,Coimbra,Urban_Background,14.19,47.4,12.97,0.0,28.37,45.36,51.32,0.469,,7.68,128.31,Unhealthy_for_Sensitive,9.0,6.0,1.0,1.0
2020-01-05 10:00:00,Sweden,Gothenburg,Suburban,13.32,61.45,5.5,0.0,27.9,,35.88,0.567,67.88,0.39,89.7,Moderate,10.0,6.0,1.0,1.0
2020-01-05 11:00:00,Sweden,Gothenburg,Urban_Traffic,18.84,31.96,28.11,0.0,30.95,49.01,30.87,0.265,42.2,6.69,98.02,Moderate,11.0,6.0,1.0,1.0
2020-01-05 12:00:00,Spain,Seville,Industrial,12.0,32.89,10.31,0.0,23.92,38.63,17.4,0.43,61.43,4.02,77.25,Moderate,12.0,6.0,1.0,1.0
2020-01-05 13:00:00,Italy,Milan,Urban_Background,19.37,56.73,18.35,0.0,29.48,36.43,25.4,0.479,46.36,5.24,84.22,Moderate,13.0,6.0,1.0,1.0
2020-01-05 14:00:00,Sweden,Malmo,Rural,24.07,27.85,10.73,9.78,17.75,27.91,35.88,0.4,65.49,2.75,89.69,Moderate,14.0,6.0,1.0,1.0
2020-01-05 15:00:00,Belgium,Bruges,Urban_Traffic,18.63,41.55,34.73,0.13,22.63,21.79,15.88,0.099,48.21,2.84,64.65,Moderate,15.0,6.0,1.0,1.0
2020-01-05 16:00:00,Germany,Hamburg,Suburban,11.98,20.0,18.11,0.0,35.03,52.32,25.93,0.28,60.07,3.68,104.63,Unhealthy_for_Sensitive,16.0,6.0,1.0,1.0
2020-01-05 17:00:00,Austria,Salzburg,Suburban,23.33,33.32,22.94,1.03,27.7,30.19,28.26,0.33,67.74,6.42,79.15,Moderate,17.0,6.0,1.0,1.0
2020-01-05 18:00:00,Sweden,Stockholm,Urban_Traffic,17.37,48.18,26.12,1.4,35.3,38.98,33.75,0.368,55.97,5.17,100.86,Unhealthy_for_Sensitive,18.0,6.0,1.0,1.0
2020-01-05 19:00:00,Spain,Barcelona,Industrial,20.15,42.83,8.65,,36.96,66.73,33.47,0.623,54.08,8.99,133.45,Unhealthy_for_Sensitive,19.0,6.0,1.0,1.0
2020-01-05 20:00:00,Sweden,Malmo,Suburban,13.95,48.54,19.39,0.0,17.57,13.41,30.31,0.233,,6.47,75.79,Moderate,20.0,6.0,1.0,1.0
2020-01-05 21:00:00,Netherlands,The Hague,Urban_Background,12.36,26.33,13.2,0.0,36.58,52.05,42.93,0.544,53.66,4.48,107.32,Unhealthy_for_Sensitive,21.0,6.0,1.0,1.0
2020-01-05 22:00:00,Poland,Krakow,Industrial,14.77,,3.17,0.55,27.97,45.56,38.05,0.48,41.22,13.59,95.12,Moderate,22.0,6.0,1.0,1.0
2020-01-05 23:00:00,Belgium,Brussels,Urban_Background,16.71,47.32,,0.0,38.03,62.58,43.91,0.537,56.18,5.5,125.16,Unhealthy_for_Sensitive,23.0,6.0,1.0,1.0
2020-01-06 00:00:00,France,Toulouse,Industrial,19.13,38.33,21.47,0.0,19.31,5.92,24.99,0.154,53.68,9.63,62.46,Moderate,0.0,0.0,1.0,1.0
2020-01-06 01:00:00,Italy,Rome,Rural,22.38,60.13,16.09,0.18,22.65,34.01,17.68,0.262,66.83,3.03,68.02,Moderate,1.0,0.0,1.0,1.0
2020-01-06 02:00:00,Belgium,Ghent,Rural,,22.21,25.04,1.1,22.73,29.32,17.2,0.287,59.97,2.42,64.94,Moderate,2.0,0.0,1.0,1.0
2020-01-06 03:00:00,Sweden,Stockholm,Urban_Traffic,13.1,34.17,15.31,0.0,28.64,49.26,37.55,0.504,69.88,6.52,98.52,Moderate,3.0,0.0,1.0,1.0
2020-01-06 04:00:00,France,Marseille,Urban_Background,20.28,,10.24,0.0,26.97,57.81,30.8,0.505,50.3,5.92,115.62,Unhealthy_for_Sensitive,4.0,0.0,1.0,1.0
2020-01-06 05:00:00,Italy,Milan,Urban_Traffic,21.58,43.02,1.73,0.0,37.79,73.79,52.89,0.533,53.46,0.0,147.59,Unhealthy_for_Sensitive,5.0,0.0,1.0,1.0
2020-01-06 06:00:00,France,Lyon,Industrial,14.49,42.73,14.89,0.84,27.51,52.14,25.09,0.437,68.82,10.49,104.28,Unhealthy_for_Sensitive,6.0,0.0,1.0,1.0
2020-01-06 07:00:00,Sweden,Uppsala,Industrial,13.22,38.62,5.21,0.57,30.98,42.59,34.2,0.593,68.26,11.18,88.52,Moderate,7.0,0.0,1.0,1.0
2020-01-06 08:00:00,,Ghent,Suburban,12.56,54.87,28.11,0.0,38.28,53.68,29.95,0.382,69.66,6.9,109.38,Unhealthy_for_Sensitive,8.0,0.0,1.0,1.0
2020-01-06 09:00:00,Netherlands,Utrecht,Suburban,19.88,57.27,11.8,0.0,21.55,44.27,49.0,0.393,65.21,3.28,122.49,Unhealthy_for_Sensitive,9.0,0.0,1.0,1.0
2020-01-06 10:00:00,Spain,Madrid,Rural,26.46,40.81,13.24,0.0,23.74,35.16,24.55,0.548,69.6,2.02,70.32,Moderate,10.0,0.0,1.0,1.0
2020-01-06 11:00:00,Austria,Vienna,Rural,19.43,46.96,22.64,0.0,8.64,15.31,21.72,0.205,48.36,4.59,54.31,Moderate,11.0,0.0,1.0,1.0
2020-01-06 12:00:00,Spain,Madrid,Suburban,20.59,46.98,7.74,2.03,32.26,39.67,32.5,0.528,61.08,6.07,92.17,Moderate,12.0,,1.0,1.0
2020-01-06 13:00:00,Italy,Rome,Suburban,17.74,41.41,0.85,0.0,34.21,54.41,33.12,0.552,48.33,9.17,108.83,Unhealthy_for_Sensitive,13.0,0.0,1.0,1.0
2020-01-06 14:00:00,Poland,Poznan,Urban_Background,18.53,36.22,7.97,0.0,33.25,46.88,44.52,0.45,55.41,7.3,111.29,Unhealthy_for_Sensitive,14.0,0.0,1.0,1.0
2020-01-06 15:00:00,Spain,Madrid,Rural,23.63,30.46,7.37,0.0,26.76,44.15,42.1,0.422,45.03,3.55,105.24,Unhealthy_for_Sensitive,15.0,0.0,1.0,1.0
2020-01-06 16:00:00,Spain,Seville,Suburban,18.01,28.69,0.9,0.0,23.9,41.02,40.18,0.355,44.98,7.38,100.45,Unhealthy_for_Sensitive,16.0,0.0,1.0,1.0
2020-01-06 17:00:00,Portugal,Lisbon,Urban_Traffic,11.23,44.66,14.71,0.0,34.43,48.23,41.4,0.528,60.74,3.65,103.51,Unhealthy_for_Sensitive,17.0,0.0,1.0,1.0
2020-01-06 18:00:00,Belgium,Brussels,Urban_Traffic,22.56,20.0,16.91,0.0,44.96,70.08,40.24,0.45,52.9,1.63,140.16,Unhealthy_for_Sensitive,18.0,0.0,1.0,1.0
2020-01-06 19:00:00,Portugal,Porto,Suburban,20.75,46.19,31.46,1.44,23.24,38.27,20.55,0.191,54.61,2.14,76.54,,19.0,0.0,1.0,1.0
2020-01-06 20:00:00,Spain,Barcelona,Industrial,12.63,44.59,27.66,0.0,22.9,21.19,23.59,0.115,49.08,13.79,68.97,Moderate,20.0,0.0,1.0,1.0
2020-01-06 21:00:00,Belgium,Bruges,Urban_Traffic,15.18,31.87,13.36,0.0,29.81,40.27,36.01,0.423,45.9,7.8,90.03,Moderate,21.0,0.0,1.0,1.0
2020-01-06 22:00:00,Austria,Graz,Urban_Traffic,21.33,38.08,5.25,0.0,35.46,50.95,50.37,0.544,47.54,2.13,,Unhealthy_for_Sensitive,22.0,0.0,1.0,1.0
