date,country,avg_pm25,avg_pm10,avg_no2,avg_aqi,aqi_category,sentiment_score,avg_impact_score,num_documents
2020-01-09,Sweden,29.66,38.78,44.66,116.25,Unhealthy_for_Sensitive,-0.132,2.82,38
2020-01-10,Austria,23.68,37.89,24.75,75.78,Moderate,-0.154,2.77,39
2020-01-10,Belgium,24.02,31.62,34.66,86.64,Moderate,-0.154,2.77,39
2020-01-10,France,32.91,44.64,42.24,106.14,Unhealthy_for_Sensitive,-0.154,2.77,39
2020-01-10,Germany,27.96,47.45,35.09,110.08,Moderate,-0.154,2.77,39
2020-01-10,Poland,29.24,42.88,32.19,93.7,Moderate,-0.154,2.77,39
2020-01-10,Portugal,36.9,54.0,30.99,108.1,Unhealthy_for_Sensitive,-0.154,2.77,39
2020-01-10,Spain,32.73,39.77,32.7,93.85,Moderate,-0.154,2.77,39
2020-01-10,Sweden,22.29,37.98,29.15,92.79,Moderate,-0.154,2.77,39
2020-01-11,Austria,23.01,41.15,29.43,83.09,Moderate,-0.222,2.75,36
2020-01-11,Belgium,31.06,46.29,38.16,107.8,Moderate,-0.222,2.75,36
2020-01-11,France,28.96,37.5,18.45,82.75,Moderate,-0.222,2.75,36
2020-01-11,Germany,26.34,42.99,36.68,108.42,Unhealthy_for_Sensitive,-0.222,2.75,36
2020-01-11,Italy,36.43,43.1,35.16,104.08,Unhealthy_for_Sensitive,-0.222,2.75,36
2020-01-11,Netherlands,25.92,36.34,19.82,74.07,Moderate,-0.222,2.75,36
2020-01-11,Poland,31.1,29.9,33.94,88.85,Moderate,-0.222,2.75,36
2020-01-11,Portugal,24.3,26.57,23.6,83.42,Moderate,-0.222,2.75,36
2020-01-11,Spain,41.47,70.77,52.47,141.55,Unhealthy_for_Sensitive,-0.222,2.75,36
2020-01-11,Sweden,28.74,47.31,29.24,94.62,Moderate,-0.222,2.75,36
2020-01-12,Austria,21.54,32.39,27.06,67.64,Moderate,-0.233,2.81,43
2020-01-12,Belgium,30.12,46.66,31.79,93.88,Moderate,-0.233,2.81,43
2020-01-12,France,24.1,37.75,36.0,90.6,Moderate,-0.233,2.81,43
2020-01-12,Germany,31.08,60.56,30.75,121.31,Unhealthy_for_Sensitive,-0.233,2.81,43
2020-01-12,Italy,22.66,31.13,30.52,81.72,Moderate,-0.233,2.81,43
2020-01-12,Netherlands,29.45,39.25,34.91,95.38,Moderate,-0.233,2.81,43
2020-01-12,Poland,25.33,31.11,21.64,72.38,Moderate,-0.233,2.81,43
2020-01-12,Portugal,32.73,51.97,48.18,91.79,Unhealthy_for_Sensitive,-0.233,2.81,43
2020-01-12,Spain,22.02,28.57,20.68,71.09,Moderate,-0.233,2.81,43
2020-01-12,Sweden,24.36,32.05,37.48,99.37,Moderate,-0.233,2.81,43
2020-01-13,Austria,30.54,48.21,33.18,96.43,Moderate,-0.196,2.86,46
2020-01-13,France,28.0,37.13,28.56,85.98,Moderate,-0.196,2.86,46
2020-01-13,Germany,30.11,39.18,45.48,113.7,Unhealthy_for_Sensitive,-0.196,2.86,46
2020-01-13,Italy,29.72,48.36,33.34,103.67,Unhealthy_for_Sensitive,-0.196,2.86,46
2020-01-13,Netherlands,17.98,11.37,20.9,52.25,Moderate,-0.196,2.86,46
2020-01-13,Portugal,30.85,44.11,34.01,97.44,Moderate,-0.196,2.86,46
2020-01-13,Spain,25.06,32.91,31.24,82.48,Moderate,-0.196,2.86,46
2020-01-13,Sweden,26.3,33.83,33.5,91.99,Moderate,-0.196,2.86,46
2020-01-14,Austria,27.91,46.81,28.53,95.94,Moderate,-0.208,2.97,48
2020-01-14,Belgium,25.57,41.99,42.71,106.76,Unhealthy_for_Sensitive,-0.208,2.97,48
2020-01-14,France,31.56,46.3,31.77,97.94,Moderate,-0.208,2.97,48
2020-01-14,Germany,28.88,37.83,38.02,96.62,Moderate,-0.208,2.97,48
2020-01-14,Italy,28.44,36.73,33.18,81.26,Moderate,-0.208,2.97,48
2020-01-14,Netherlands,25.24,31.52,31.35,78.38,Moderate,-0.208,2.97,48
2020-01-14,Poland,21.96,31.31,29.57,73.92,Moderate,-0.208,2.97,48
2020-01-14,Portugal,33.44,43.64,35.58,110.23,Unhealthy_for_Sensitive,-0.208,2.97,48
2020-01-14,Spain,29.59,42.3,30.97,92.4,Moderate,-0.208,2.97,48
2020-01-14,Sweden,21.3,34.08,23.76,68.17,Moderate,-0.208,2.97,48
2020-01-15,Austria,25.48,29.8,20.81,72.8,Moderate,-0.122,3.06,49
2020-01-15,Belgium,32.25,36.24,18.49,92.14,Moderate,-0.122,3.06,49
2020-01-15,France,26.17,36.23,27.69,89.19,Moderate,-0.122,3.06,49
2020-01-15,Germany,26.56,43.58,35.21,100.88,Unhealthy_for_Sensitive,-0.122,3.06,49
2020-01-15,Netherlands,30.88,50.59,44.05,115.14,Unhealthy_for_Sensitive,-0.122,3.06,49
2020-01-15,Poland,25.82,35.89,26.03,76.18,Moderate,-0.122,3.06,49
2020-01-15,Spain,31.61,56.36,36.51,112.73,Unhealthy_for_Sensitive,-0.122,3.06,49
2020-01-15,Sweden,33.22,44.56,32.49,103.41,Moderate,-0.122,3.06,49
2020-01-16,Austria,33.8,51.31,37.23,108.63,Moderate,-0.1,3.09,50
2020-01-16,Belgium,25.97,39.49,40.68,101.7,Moderate,-0.1,3.09,50
2020-01-16,France,24.94,28.77,26.9,74.9,Moderate,-0.1,3.09,50
2020-01-16,Germany,31.38,41.03,32.81,96.48,Unhealthy_for_Sensitive,-0.1,3.09,50
2020-01-16,Italy,28.43,44.49,26.82,97.78,Moderate,-0.1,3.09,50
2020-01-16,Netherlands,31.2,47.88,36.86,97.61,Moderate,-0.1,3.09,50
2020-01-16,Poland,10.2,18.93,29.45,73.61,Moderate,-0.1,3.09,50
2020-01-16,Portugal,27.88,35.27,34.72,98.02,Moderate,-0.1,3.09,50
2020-01-16,Spain,23.99,19.27,30.01,75.02,Moderate,-0.1,3.09,50
2020-01-17,Belgium,27.39,37.23,37.42,93.54,Moderate,-0.043,3.19,46
2020-01-17,France,28.66,39.92,32.37,90.55,Moderate,-0.043,3.19,46
2020-01-17,Germany,26.1,33.06,25.41,78.22,Moderate,-0.043,3.19,46
2020-01-17,Netherlands,34.55,52.45,42.12,113.27,Unhealthy_for_Sensitive,-0.043,3.19,46
2020-01-17,Poland,23.8,37.22,35.17,89.79,Moderate,-0.043,3.19,46
2020-01-17,Portugal,24.45,29.19,37.37,93.44,Moderate,-0.043,3.19,46
2020-01-17,Spain,29.1,46.06,34.92,102.99,Moderate,-0.043,3.19,46
2020-01-17,Sweden,24.39,33.37,29.65,77.45,Moderate,-0.043,3.19,46
2020-01-18,Austria,25.63,39.85,28.06,88.0,Moderate,0.023,3.24,43
2020-01-18,Belgium,20.97,28.88,28.66,76.99,Moderate,0.023,3.24,43
2020-01-18,France,27.47,40.83,33.7,96.12,Moderate,0.023,3.24,43
2020-01-18,Germany,24.36,32.51,29.35,80.35,Moderate,0.023,3.24,43
2020-01-18,Italy,25.09,36.77,40.84,102.1,Unhealthy_for_Sensitive,0.023,3.24,43
2020-01-18,Poland,29.24,45.62,43.95,109.88,Unhealthy_for_Sensitive,0.023,3.24,43
2020-01-18,Spain,31.59,52.18,31.03,104.36,Unhealthy_for_Sensitive,0.023,3.24,43
2020-01-18,Sweden,28.59,37.22,27.53,82.92,Moderate,0.023,3.24,43
2020-01-19,Austria,29.11,41.46,35.57,96.0,Moderate,0.105,3.24,38
2020-01-19,Belgium,24.62,35.86,37.03,93.23,Unhealthy_for_Sensitive,0.105,3.24,38
2020-01-19,France,30.34,40.93,27.11,100.36,Unhealthy_for_Sensitive,0.105,3.24,38
2020-01-19,Germany,27.24,35.74,22.3,78.63,Moderate,0.105,3.24,38
2020-01-19,Italy,24.2,37.75,37.06,96.42,Moderate,0.105,3.24,38
2020-01-19,Netherlands,27.13,32.49,28.86,83.11,Moderate,0.105,3.24,38
2020-01-19,Poland,32.49,45.92,38.42,98.57,Moderate,0.105,3.24,38
2020-01-19,Portugal,31.6,37.48,21.3,90.3,Moderate,0.105,3.24,38
2020-01-19,Sweden,26.37,42.59,42.38,105.96,Moderate,0.105,3.24,38
2020-01-20,Austria,28.47,40.0,32.18,90.89,Moderate,0.083,3.26,36
2020-01-20,Belgium,27.08,39.08,42.08,105.21,Moderate,0.083,3.26,36
2020-01-20,France,26.72,26.1,22.54,76.35,Moderate,0.083,3.26,36
2020-01-20,Germany,30.06,44.37,34.08,105.47,Unhealthy_for_Sensitive,0.083,3.26,36
2020-01-20,Italy,29.0,51.4,26.58,102.81,Unhealthy_for_Sensitive,0.083,3.26,36
2020-01-20,Netherlands,21.68,37.46,35.27,88.17,Moderate,0.083,3.26,36
2020-01-20,Poland,31.61,40.33,41.71,104.26,Unhealthy_for_Sensitive,0.083,3.26,36
2020-01-20,Portugal,29.66,46.87,33.76,102.72,Unhealthy_for_Sensitive,0.083,3.26,36
2020-01-20,Sweden,39.0,59.58,46.37,119.15,Unhealthy_for_Sensitive,0.083,3.26,36
2020-01-21,Austria,25.63,35.83,42.97,107.44,Unhealthy_for_Sensitive,0.147,3.27,34
2020-01-21,France,28.99,44.07,33.78,107.08,Unhealthy_for_Sensitive,0.147,3.27,34
2020-01-21,Germany,30.42,43.38,24.19,93.75,Moderate,0.147,3.27,34
2020-01-21,Italy,29.83,44.94,27.09,94.59,Moderate,0.147,3.27,34
2020-01-21,Netherlands,21.44,18.2,27.05,74.2,Moderate,0.147,3.27,34
2020-01-21,Poland,33.92,50.67,33.95,111.22,Moderate,0.147,3.27,34
2020-01-21,Portugal,30.0,40.88,35.6,98.07,Moderate,0.147,3.27,34
2020-01-21,Sweden,22.68,31.66,28.79,77.46,Moderate,0.147,3.27,34
2020-01-22,Austria,30.48,40.59,32.09,96.86,Moderate,0.061,3.22,33
2020-01-22,Belgium,21.83,22.96,33.37,83.42,Moderate,0.061,3.22,33
2020-01-22,France,28.98,49.47,30.85,98.94,Moderate,0.061,3.22,33
2020-01-22,Germany,33.79,52.64,33.27,110.03,Unhealthy_for_Sensitive,0.061,3.22,33
2020-01-22,Netherlands,31.09,46.15,43.0,110.04,Moderate,0.061,3.22,33
2020-01-22,Poland,30.22,41.44,30.69,89.57,Moderate,0.061,3.22,33
2020-01-22,Portugal,30.5,49.97,45.31,118.69,Unhealthy_for_Sensitive,0.061,3.22,33
2020-01-22,Spain,23.27,45.97,32.57,107.8,Unhealthy_for_Sensitive,0.061,3.22,33
2020-01-22,Sweden,29.59,42.72,27.1,86.58,Moderate,0.061,3.22,33
2020-01-23,Austria,34.14,38.15,27.62,116.86,Moderate,-0.086,2.99,35
2020-01-23,Belgium,27.74,47.47,20.71,94.94,Moderate,-0.086,2.99,35
2020-01-23,France,35.68,50.06,34.53,108.18,Unhealthy_for_Sensitive,-0.086,2.99,35
2020-01-23,Germany,28.85,34.11,32.62,91.97,Moderate,-0.086,2.99,35
2020-01-23,Netherlands,18.46,26.68,28.6,71.49,Moderate,-0.086,2.99,35
2020-01-23,Poland,21.99,33.45,32.13,89.06,Moderate,-0.086,2.99,35
2020-01-23,Portugal,26.2,43.63,32.71,94.34,Moderate,-0.086,2.99,35
2020-01-23,Spain,27.57,46.68,39.5,103.17,Unhealthy_for_Sensitive,-0.086,2.99,35
2020-01-23,Sweden,26.45,45.2,36.14,101.02,Moderate,-0.086,2.99,35
2020-01-24,Austria,30.24,29.6,28.58,86.4,Moderate,-0.139,2.89,36
2020-01-24,Belgium,25.23,35.05,20.93,72.09,Moderate,-0.139,2.89,36
2020-01-24,France,17.44,32.36,15.71,78.9,Moderate,-0.139,2.89,36
2020-01-24,Germany,19.94,38.58,21.62,77.16,Moderate,-0.139,2.89,36
2020-01-24,Italy,23.25,43.4,41.34,104.21,Moderate,-0.139,2.89,36
2020-01-24,Netherlands,24.4,45.47,37.57,96.75,Moderate,-0.139,2.89,36
2020-01-24,Poland,22.95,38.95,27.98,92.77,Moderate,-0.139,2.89,36
2020-01-24,Portugal,31.11,51.05,42.68,111.98,Unhealthy_for_Sensitive,-0.139,2.89,36
2020-01-24,Spain,31.18,46.44,18.43,92.88,Moderate,-0.139,2.89,36
2020-01-25,Austria,26.68,41.32,32.12,101.04,Moderate,-0.118,2.97,34
2020-01-25,Belgium,24.84,46.98,28.69,93.97,Moderate,-0.118,2.97,34
2020-01-25,France,32.13,47.02,35.63,98.16,Unhealthy_for_Sensitive,-0.118,2.97,34
2020-01-25,Germany,16.01,27.55,29.34,73.35,Moderate,-0.118,2.97,34
2020-01-25,Italy,28.1,48.57,35.74,97.14,Moderate,-0.118,2.97,34
2020-01-25,Netherlands,27.39,38.9,34.58,98.29,Moderate,-0.118,2.97,34
2020-01-25,Portugal,31.58,44.77,31.73,94.2,Moderate,-0.118,2.97,34
2020-01-25,Spain,20.89,30.49,23.23,75.75,Moderate,-0.118,2.97,34
2020-01-25,Sweden,24.13,29.68,20.18,86.14,Moderate,-0.118,2.97,34
2020-01-26,Austria,34.41,58.81,45.01,120.41,Unhealthy_for_Sensitive,-0.062,2.98,32
2020-01-26,Belgium,26.24,34.92,37.27,95.69,Moderate,-0.062,2.98,32
2020-01-26,France,33.16,55.53,35.22,111.07,Unhealthy_for_Sensitive,-0.062,2.98,32
2020-01-26,Germany,17.95,32.09,28.8,87.03,Moderate,-0.062,2.98,32
2020-01-26,Italy,30.1,54.78,32.2,109.56,Moderate,-0.062,2.98,32
2020-01-26,Netherlands,23.54,27.53,46.83,117.07,Unhealthy_for_Sensitive,-0.062,2.98,32
2020-01-26,Poland,26.76,38.15,36.33,100.94,Moderate,-0.062,2.98,32
2020-01-26,Portugal,26.85,44.47,28.86,97.03,Moderate,-0.062,2.98,32
2020-01-26,Sweden,28.67,43.37,30.9,97.88,Moderate,-0.062,2.98,32
2020-01-27,Belgium,29.58,52.27,35.9,104.55,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-27,France,27.98,39.77,34.23,94.63,Moderate,-0.091,2.88,33
2020-01-27,Germany,30.07,48.26,42.65,106.61,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-27,Italy,30.7,49.59,31.99,102.61,Moderate,-0.091,2.88,33
2020-01-27,Netherlands,31.74,47.21,35.29,102.82,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-27,Poland,39.75,44.88,39.5,113.56,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-27,Portugal,19.43,40.84,28.2,81.68,Moderate,-0.091,2.88,33
2020-01-27,Spain,29.42,46.68,23.34,102.36,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-27,Sweden,35.02,36.73,36.2,100.07,Unhealthy_for_Sensitive,-0.091,2.88,33
2020-01-28,Austria,27.42,33.83,34.6,88.14,Moderate,-0.176,2.79,34
2020-01-28,Belgium,25.45,38.52,33.18,86.02,Moderate,-0.176,2.79,34
2020-01-28,France,23.03,30.78,35.64,91.64,Moderate,-0.176,2.79,34
2020-01-28,Germany,30.65,48.26,38.23,108.3,Unhealthy_for_Sensitive,-0.176,2.79,34
2020-01-28,Italy,31.74,41.27,30.04,91.59,Moderate,-0.176,2.79,34
2020-01-28,Netherlands,33.76,51.34,12.7,102.68,Unhealthy_for_Sensitive,-0.176,2.79,34
2020-01-28,Poland,31.81,49.71,46.2,115.49,Unhealthy_for_Sensitive,-0.176,2.79,34
2020-01-28,Portugal,27.18,41.92,25.45,99.46,Moderate,-0.176,2.79,34
2020-01-28,Spain,26.56,36.08,35.22,91.22,Moderate,-0.176,2.79,34
2020-01-28,Sweden,28.55,42.04,36.64,97.73,Moderate,-0.176,2.79,34
2020-01-29,Austria,31.2,44.66,55.33,138.33,Unhealthy_for_Sensitive,-0.212,2.7,33
2020-01-29,Belgium,30.83,50.72,34.63,110.7,Unhealthy_for_Sensitive,-0.212,2.7,33
2020-01-29,Germany,28.34,35.43,29.34,85.62,Moderate,-0.212,2.7,33
2020-01-29,Italy,25.62,47.34,32.43,103.28,Moderate,-0.212,2.7,33
2020-01-29,Netherlands,25.76,31.9,42.97,107.43,Moderate,-0.212,2.7,33
2020-01-29,Poland,27.87,35.97,35.11,87.77,Moderate,-0.212,2.7,33
2020-01-29,Portugal,28.19,42.49,33.38,88.91,Moderate,-0.212,2.7,33
2020-01-29,Sweden,32.15,47.15,30.55,97.71,Unhealthy_for_Sensitive,-0.212,2.7,33
2020-01-30,Austria,25.87,39.42,31.43,90.06,Moderate,0.0,2.88,34
2020-01-30,Belgium,29.8,46.38,35.75,103.27,Unhealthy_for_Sensitive,0.0,2.88,34
2020-01-30,France,21.2,39.89,29.2,94.24,Moderate,0.0,2.88,34
2020-01-30,Italy,36.06,40.31,32.58,105.85,Unhealthy_for_Sensitive,0.0,2.88,34
2020-01-30,Netherlands,26.36,43.5,29.88,91.1,Moderate,0.0,2.88,34
2020-01-30,Poland,32.73,51.28,45.34,114.03,Moderate,0.0,2.88,34
2020-01-30,Portugal,26.45,49.74,29.87,101.57,Unhealthy_for_Sensitive,0.0,2.88,34
2020-01-30,Spain,23.07,36.64,41.15,102.88,Moderate,0.0,2.88,34
2020-01-30,Sweden,20.16,32.38,24.49,85.49,Moderate,0.0,2.88,34
2020-01-31,Belgium,32.1,40.94,42.19,108.86,Unhealthy_for_Sensitive,-0.029,2.85,35
2020-01-31,France,25.28,30.62,43.07,107.67,Unhealthy_for_Sensitive,-0.029,2.85,35
2020-01-31,Germany,28.53,39.14,27.71,91.21,Moderate,-0.029,2.85,35
2020-01-31,Italy,26.61,29.29,31.87,83.15,Moderate,-0.029,2.85,35
2020-01-31,Netherlands,28.62,42.34,36.45,101.33,Moderate,-0.029,2.85,35
2020-01-31,Portugal,24.93,39.45,17.8,86.4,Moderate,-0.029,2.85,35
2020-01-31,Spain,32.85,47.5,37.82,90.04,Moderate,-0.029,2.85,35
2020-01-31,Sweden,29.99,38.25,36.34,90.86,Moderate,-0.029,2.85,35
2020-02-01,Belgium,25.44,30.12,37.61,94.03,Moderate,-0.083,2.73,36
2020-02-01,France,30.13,26.78,20.45,86.08,Moderate,-0.083,2.73,36
2020-02-01,Germany,28.32,37.45,26.03,93.25,Moderate,-0.083,2.73,36
2020-02-01,Italy,34.68,51.41,41.16,107.09,Unhealthy_for_Sensitive,-0.083,2.73,36
2020-02-01,Netherlands,21.76,40.94,29.86,82.1,Moderate,-0.083,2.73,36
2020-02-01,Portugal,29.14,47.4,14.6,94.8,Moderate,-0.083,2.73,36
2020-02-01,Spain,24.38,40.19,24.99,88.59,Moderate,-0.083,2.73,36
2020-02-01,Sweden,25.99,34.55,30.97,95.1,Moderate,-0.083,2.73,36
2020-02-02,Austria,24.18,40.19,27.39,74.62,Moderate,-0.143,2.75,35
2020-02-02,Belgium,27.5,38.08,35.17,92.9,Moderate,-0.143,2.75,35
2020-02-02,France,34.24,58.6,33.73,117.19,Unhealthy_for_Sensitive,-0.143,2.75,35
2020-02-02,Germany,21.36,33.87,18.29,80.4,Moderate,-0.143,2.75,35
2020-02-02,Italy,29.03,43.73,26.99,89.87,Moderate,-0.143,2.75,35
2020-02-02,Netherlands,27.58,40.47,26.49,93.32,Moderate,-0.143,2.75,35
2020-02-02,Poland,25.36,32.79,28.29,72.47,Moderate,-0.143,2.75,35
2020-02-02,Portugal,29.83,45.64,39.82,102.85,Unhealthy_for_Sensitive,-0.143,2.75,35
2020-02-02,Spain,35.48,49.55,41.2,112.34,Unhealthy_for_Sensitive,-0.143,2.75,35
2020-02-03,Austria,23.98,33.31,31.48,89.81,Moderate,-0.065,2.85,31
2020-02-03,Belgium,29.66,50.76,22.81,104.21,Moderate,-0.065,2.85,31
2020-02-03,France,37.9,42.31,35.89,108.3,Unhealthy_for_Sensitive,-0.065,2.85,31
2020-02-03,Italy,32.55,49.94,43.67,109.17,Unhealthy_for_Sensitive,-0.065,2.85,31
2020-02-03,Netherlands,25.32,38.51,30.17,89.97,Moderate,-0.065,2.85,31
2020-02-03,Poland,23.83,38.7,34.8,94.15,Unhealthy_for_Sensitive,-0.065,2.85,31
