timestamp,country,water_body,source_type,monitoring_station,temperature,ph,dissolved_oxygen,turbidity,conductivity,nitrate,phosphate,ammonia,bod,cod,chloride,total_solids,coliform_count,wqi,safety_category,month,season
2020-01-23,Poland,Vistula River,Groundwater,Upstream,15.09,6.81,5.31,22.32,557.44,5.26,0.189,0.488,4.35,13.2,45.32,360.4,48.84,87.78,Moderate_Risk,1.0,1.0
2020-01-24,Portugal,Guadiana River,Lake,Urban_Point,14.95,7.24,3.18,24.52,558.59,10.5,0.286,0.765,6.03,14.42,82.77,421.46,86.79,77.21,Contaminated,1.0,1.0
2020-01-24,Netherlands,Scheldt River,Reservoir,Urban_Point,13.36,6.21,3.96,26.45,548.81,8.46,0.311,0.877,5.96,9.99,46.56,425.1,24.23,77.35,Contaminated,1.0,1.0
2020-01-24,Netherlands,Scheldt River,Groundwater,Source,14.59,6.53,6.95,21.93,467.46,8.07,0.195,0.655,4.54,11.29,70.03,378.89,58.31,90.53,Moderate_Risk,1.0,1.0
2020-01-25,Austria,Danube River,Stream,Downstream,14.4,6.66,4.37,22.77,525.52,10.63,0.237,0.83,6.7,16.25,65.41,453.06,92.82,80.07,Contaminated,1.0,1.0
2020-01-25,Netherlands,Meuse River,Stream,Downstream,14.71,6.74,3.84,28.1,648.79,8.85,0.264,0.783,6.21,13.33,47.6,457.84,45.83,79.18,Contaminated,,1.0
2020-01-25,Sweden,Lake Vanern,River,Upstream,13.39,6.98,7.15,16.43,563.46,7.7,0.294,0.603,4.18,10.8,25.84,334.01,112.64,90.8,Moderate_Risk,1.0,1.0
2020-01-26,,Lake Sniardwy,Reservoir,Urban_Point,14.65,6.31,3.91,27.18,607.65,8.97,0.231,0.713,5.71,16.21,55.83,352.64,85.36,77.85,Contaminated,1.0,1.0
2020-01-26,Spain,Tagus River,Lake,Midstream,12.79,6.51,7.0,22.6,491.54,8.55,0.285,0.722,5.68,12.33,69.97,377.75,44.92,88.11,Moderate_Risk,1.0,1.0
2020-01-26,Portugal,Guadiana River,Reservoir,Urban_Point,14.13,7.04,3.94,27.15,600.06,9.5,0.221,0.915,6.05,14.57,69.51,432.41,49.31,80.29,Contaminated,1.0,1.0
2020-01-27,,Lake Geneva,Reservoir,Source,17.64,6.59,5.96,20.72,611.13,5.76,0.216,0.527,4.82,12.96,62.25,398.7,23.19,88.87,Moderate_Risk,1.0,1.0
2020-01-27,Sweden,Lake Vattern,River,Midstream,14.54,7.33,6.51,18.35,634.82,9.71,0.218,0.739,6.2,16.87,53.27,357.54,92.61,86.82,Contaminated,1.0,1.0
2020-01-27,Poland,Vistula River,Stream,Downstream,10.63,5.81,3.83,29.49,641.93,8.79,0.244,0.821,5.53,15.47,78.9,436.12,61.88,76.25,Contaminated,1.0,1.0
2020-01-28,Netherlands,Meuse River,Lake,Source,10.92,7.65,7.23,25.84,586.34,7.1,0.18,0.501,5.31,11.46,,397.5,42.89,89.64,Moderate_Risk,1.0,1.0
2020-01-28,Germany,Lake Constance,Stream,Source,9.33,6.75,8.0,17.74,467.57,7.27,0.224,0.531,5.15,,37.62,350.75,35.55,92.97,Moderate_Risk,1.0,1.0
2020-01-28,Sweden,Lake Vanern,Lake,Downstream,11.65,6.77,4.18,21.17,620.66,9.45,0.244,0.969,7.15,17.92,37.31,436.59,22.23,80.24,Contaminated,1.0,1.0
2020-01-29,Italy,Tiber River,Lake,Downstream,,7.24,3.92,25.48,606.83,8.1,0.261,0.799,6.74,17.81,61.75,434.53,140.27,77.8,Contaminated,1.0,1.0
2020-01-29,Spain,Guadalquivir River,Reservoir,Upstream,15.12,7.26,6.7,22.99,447.42,5.42,0.201,0.624,,12.74,45.41,300.31,93.71,89.06,Moderate_Risk,1.0,1.0
2020-01-29,Italy,Po River,Reservoir,Midstream,12.62,6.97,6.9,21.31,521.64,7.29,0.239,0.637,5.61,12.56,40.66,407.37,77.02,88.13,Moderate_Risk,1.0,
2020-01-30,Belgium,Meuse River,Groundwater,Source,,7.86,6.4,16.82,391.31,5.68,0.198,0.642,4.95,11.24,46.11,391.08,41.26,89.74,Moderate_Risk,,1.0
2020-01-30,Poland,Oder River,Lake,Urban_Point,12.01,6.72,5.43,20.12,520.35,8.96,0.295,0.714,5.05,11.73,53.25,341.71,80.72,85.8,Moderate_Risk,1.0,1.0
2020-01-30,Sweden,Dalalven River,River,Upstream,14.41,6.9,6.79,18.86,507.64,7.59,0.215,0.357,4.95,9.36,47.24,346.29,81.46,89.5,Moderate_Risk,1.0,1.0
2020-01-31,Italy,Po River,Stream,Upstream,12.79,6.96,7.37,23.28,378.3,7.19,0.207,0.598,4.69,14.13,62.44,283.91,33.55,91.15,Moderate_Risk,1.0,1.0
2020-01-31,Germany,Elbe River,River,Upstream,13.71,6.37,7.08,18.49,453.72,7.64,0.237,0.542,5.02,15.46,67.99,372.37,67.27,88.35,Moderate_Risk,1.0,1.0
2020-01-31,France,Rhone River,Lake,Upstream,11.91,6.32,6.66,26.17,488.94,6.72,0.209,0.682,5.43,12.41,,358.48,44.15,85.63,Moderate_Risk,1.0,1.0
2020-02-01,Austria,Inn River,Stream,Downstream,20.14,7.0,3.33,23.6,494.13,8.46,0.269,0.74,6.34,15.81,67.36,397.27,43.75,78.45,Contaminated,2.0,1.0
2020-02-01,Netherlands,IJsselmeer Lake,Groundwater,Urban_Point,18.25,7.16,3.03,26.49,571.07,10.02,0.266,0.679,6.5,17.78,,428.31,79.12,76.28,Contaminated,2.0,1.0
2020-02-01,France,Rhone River,River,Midstream,16.53,7.38,7.29,24.75,587.26,8.69,0.164,0.82,5.64,14.73,59.19,403.21,105.15,88.71,Moderate_Risk,2.0,1.0
2020-02-02,Italy,Arno River,Reservoir,Urban_Point,16.35,5.97,4.06,29.63,557.09,8.64,0.248,0.759,5.48,10.37,62.29,442.26,53.5,77.51,Moderate_Risk,2.0,1.0
2020-02-02,Portugal,Guadiana River,Stream,Source,17.54,6.99,7.17,18.0,578.12,6.01,0.212,0.707,5.42,13.72,63.07,322.86,42.97,90.58,Moderate_Risk,2.0,1.0
2020-02-02,Germany,Elbe River,River,Midstream,15.76,6.91,6.98,24.85,494.64,9.06,0.244,0.592,4.94,12.31,64.5,406.27,71.7,88.68,Moderate_Risk,2.0,1.0
2020-02-03,Italy,Po River,Reservoir,Upstream,17.03,7.84,6.66,25.02,509.87,6.59,0.216,0.531,3.89,4.29,42.01,354.69,59.03,89.94,Moderate_Risk,2.0,1.0
2020-02-03,Portugal,Mondego River,Lake,Downstream,20.25,6.51,3.4,24.19,530.08,9.3,0.283,0.923,6.15,14.97,53.22,385.19,62.51,78.37,Contaminated,2.0,1.0
2020-02-03,Netherlands,IJsselmeer Lake,Lake,Upstream,17.66,7.04,6.4,19.96,443.45,5.24,0.169,0.625,5.04,14.01,50.97,346.71,36.97,89.25,Moderate_Risk,2.0,1.0
2020-02-04,Sweden,Lake Vanern,Lake,Urban_Point,18.52,6.11,2.74,26.88,603.32,8.96,0.212,0.916,5.83,12.96,64.01,444.46,42.12,74.92,Contaminated,2.0,1.0
2020-02-04,France,Lake Geneva,Lake,Downstream,17.05,6.83,3.23,24.9,584.31,7.93,0.172,0.844,6.65,11.9,51.9,428.57,195.83,76.65,Contaminated,2.0,1.0
2020-02-04,Austria,Lake Neusiedl,Stream,Downstream,15.63,6.41,4.16,24.11,544.55,8.49,0.295,0.723,5.48,13.88,58.4,425.34,82.04,79.18,Moderate_Risk,2.0,1.0
2020-02-05,Portugal,Tagus River,Lake,Upstream,16.86,7.17,6.09,17.91,424.19,6.48,0.236,0.38,4.48,10.95,41.23,334.18,38.7,89.06,Moderate_Risk,2.0,1.0
2020-02-05,Austria,Mur River,Stream,Source,15.31,7.47,6.01,23.15,362.02,8.06,0.163,0.621,4.22,13.14,75.44,355.48,47.7,88.95,Moderate_Risk,2.0,1.0
2020-02-05,Poland,Warta River,Reservoir,Upstream,16.28,7.01,6.52,24.24,522.62,5.94,0.213,0.581,5.49,16.11,75.9,367.39,58.85,87.37,Moderate_Risk,2.0,1.0
2020-02-06,Poland,Lake Sniardwy,Groundwater,Source,17.47,7.15,6.55,25.42,484.82,5.04,0.195,0.731,4.95,7.91,45.02,379.78,65.69,88.06,Moderate_Risk,2.0,1.0
2020-02-06,Austria,Inn River,River,Urban_Point,15.25,6.87,3.52,25.49,610.43,7.86,0.32,0.958,6.46,17.0,65.82,395.33,81.22,77.27,Contaminated,2.0,1.0
2020-02-06,Italy,Lake Como,Stream,Upstream,18.66,6.81,5.59,18.21,572.9,6.48,0.194,0.63,5.14,14.35,46.21,315.84,25.92,88.12,Moderate_Risk,2.0,1.0
2020-02-07,Poland,Warta River,Reservoir,Downstream,15.77,6.17,4.0,25.73,589.52,9.71,0.247,0.851,6.07,16.65,68.15,381.94,120.48,76.82,Contaminated,2.0,1.0
2020-02-07,Belgium,Scheldt River,Stream,Downstream,17.66,7.36,3.38,25.33,579.03,8.7,0.284,0.638,5.67,12.05,71.5,461.32,66.44,78.72,Contaminated,2.0,1.0
2020-02-07,Germany,Lake Constance,Stream,Downstream,16.59,6.87,4.64,23.95,622.97,8.19,0.239,0.972,6.16,14.37,62.28,394.46,78.97,81.87,Contaminated,2.0,1.0
2020-02-08,Netherlands,Scheldt River,River,Downstream,16.65,6.92,4.36,30.84,662.0,9.74,0.262,0.64,6.08,13.51,83.71,404.72,74.45,79.7,Contaminated,2.0,1.0
2020-02-08,Belgium,Scheldt River,River,Upstream,18.03,7.4,6.2,20.62,420.36,5.59,0.122,0.544,6.14,12.77,23.69,378.88,163.02,85.91,Contaminated,2.0,1.0
2020-02-08,Germany,Danube River,River,Downstream,15.96,6.83,3.09,18.85,555.38,7.66,0.243,0.885,6.27,18.33,63.95,,67.79,78.74,,,1.0
2020-02-09,Germany,Lake Constance,Stream,Downstream,15.75,6.86,4.22,25.46,656.57,9.92,0.244,0.814,5.89,13.31,65.43,385.03,23.19,81.4,Moderate_Risk,2.0,1.0
2020-02-09,France,Seine River,Reservoir,Source,18.77,7.06,5.74,14.98,473.69,8.51,0.24,0.733,5.12,14.62,38.59,350.2,62.67,88.44,Moderate_Risk,2.0,1.0
2020-02-09,Poland,Oder River,Groundwater,Downstream,14.78,5.87,3.97,26.33,569.59,8.87,0.204,0.745,6.25,15.94,51.72,447.97,45.4,77.01,Contaminated,2.0,1.0
2020-02-10,Sweden,Lake Vattern,Stream,Urban_Point,15.64,7.33,4.31,22.42,630.03,8.33,0.302,0.775,6.34,16.38,60.66,434.32,104.09,80.03,Contaminated,2.0,1.0
2020-02-10,Portugal,Guadiana River,River,Source,13.43,7.29,6.35,12.82,502.21,6.6,0.204,0.623,3.94,12.4,45.02,324.03,55.49,91.73,Moderate_Risk,2.0,1.0
2020-02-10,Poland,Warta River,Lake,Source,19.96,8.32,6.22,20.08,411.64,5.55,0.175,0.556,4.45,,45.86,382.13,39.43,89.6,Moderate_Risk,2.0,1.0
2020-02-11,,Scheldt River,Lake,Source,,6.87,6.61,20.28,516.49,9.63,0.146,0.548,4.66,10.79,60.2,366.28,76.43,89.96,Moderate_Risk,2.0,1.0
2020-02-11,Portugal,Tagus River,Groundwater,Source,18.2,6.75,6.35,16.28,516.22,6.64,0.219,0.535,4.55,13.49,60.65,330.97,118.09,89.0,Moderate_Risk,2.0,1.0
2020-02-11,Austria,Mur River,Groundwater,Upstream,16.35,7.26,6.68,20.81,449.02,5.31,0.234,0.545,4.98,13.09,66.29,354.84,41.04,89.22,Moderate_Risk,2.0,1.0
2020-02-12,Sweden,Lake Vattern,Lake,Source,15.11,7.31,7.55,19.84,495.82,5.08,0.28,0.696,,12.79,47.78,370.23,65.38,89.2,Contaminated,2.0,1.0
2020-02-12,France,Lake Geneva,Reservoir,Source,17.54,6.95,5.86,24.17,460.28,5.9,0.175,0.672,4.57,15.9,54.6,382.54,63.88,88.37,Moderate_Risk,2.0,1.0
2020-02-12,Sweden,Dalalven River,Reservoir,Upstream,16.68,6.82,6.59,18.16,523.34,7.49,0.21,0.667,4.89,10.48,40.4,379.25,63.26,89.61,Moderate_Risk,2.0,1.0
2020-02-13,France,Seine River,Groundwater,Downstream,13.22,5.49,4.22,26.64,539.15,9.66,0.288,0.639,5.82,13.01,52.6,434.88,63.53,75.98,Moderate_Risk,2.0,1.0
2020-02-13,Belgium,Scheldt River,River,Upstream,17.09,7.01,7.04,15.04,457.27,7.34,0.2,0.7,6.09,12.65,43.51,355.67,28.77,89.95,Contaminated,2.0,1.0
2020-02-13,Spain,Ebro River,Stream,Urban_Point,18.49,6.55,2.86,27.28,563.79,8.04,0.288,0.713,6.09,16.35,55.84,430.82,155.48,75.18,Contaminated,2.0,1.0
2020-02-14,Germany,Elbe River,Lake,Upstream,17.89,7.21,6.39,19.49,553.48,7.19,0.226,0.615,4.94,13.64,56.03,344.91,34.38,88.91,Moderate_Risk,2.0,1.0
2020-02-14,Belgium,Meuse River,,Upstream,17.61,6.58,,,482.0,6.42,0.175,0.638,4.6,15.98,45.9,277.24,49.25,90.19,Moderate_Risk,2.0,1.0
2020-02-14,Sweden,Gota River,Lake,Downstream,15.91,6.67,4.54,24.64,596.34,9.3,0.279,0.686,6.72,16.65,68.7,377.84,32.19,80.81,Contaminated,2.0,1.0
2020-02-15,Austria,Mur River,Stream,Midstream,18.56,7.07,7.45,21.98,490.38,9.0,0.246,0.723,6.34,16.45,49.65,388.75,54.75,88.64,Contaminated,2.0,1.0
2020-02-15,France,Loire River,River,Source,15.21,7.6,6.94,19.24,530.85,7.37,0.197,0.551,4.87,15.29,41.34,328.42,34.14,90.74,Moderate_Risk,2.0,1.0
2020-02-15,Sweden,Lake Vattern,Groundwater,Urban_Point,17.2,7.06,3.93,23.53,518.68,10.77,0.315,0.859,7.2,18.7,69.69,447.86,76.58,77.4,Contaminated,2.0,1.0
2020-02-16,Belgium,Scheldt River,Groundwater,Downstream,16.14,6.35,3.38,23.77,663.57,8.89,0.239,0.796,6.47,16.27,59.94,390.5,50.27,76.71,Contaminated,2.0,1.0
2020-02-16,Portugal,Tagus River,Lake,Upstream,15.73,7.5,6.8,24.24,481.52,5.7,0.247,0.483,5.42,14.84,47.63,342.11,19.97,88.05,Moderate_Risk,2.0,1.0
2020-02-16,Sweden,Lake Vattern,Lake,Midstream,15.26,8.34,6.8,18.18,641.18,8.01,0.224,0.664,5.51,16.52,33.88,426.0,29.44,89.37,Moderate_Risk,2.0,1.0
