timestamp,country,city,station_type,temperature,humidity,wind_speed,precipitation,pm2.5,pm10,no2,co,o3,so2,aqi,aqi_category,hour,day_of_week,month,season,pm_ratio,pollution_index,is_weekend,is_rush_hour
,Poland,Poznan,Urban_Background,14.4,45.87,32.52,3.61,21.74,20.07,29.29,0.254,44.25,5.21,73.21,Moderate,11.0,2.0,1.0,1.0,1.083208769302027,23.7,0,0
2020-01-01 12:00:00,Belgium,Bruges,Urban_Traffic,12.9,55.5,8.73,0.0,32.22,46.98,33.18,0.647,57.88,9.09,112.08,Unhealthy_for_Sensitive,12.0,2.0,1.0,1.0,0.6858237547878122,37.46,0,0
2020-01-01 13:00:00,Germany,Paris,Rural,30.2,50.0,16.22,0.65,28.51,45.06,26.11,0.464,63.41,10.37,90.12,Moderate,13.0,2.0,1.0,1.0,0.6327119396346367,33.22666666666667,0,0
2020-01-01 14:00:00,Sweden,Malmo,Urban_Traffic,26.83,44.74,5.47,0.0,25.16,53.94,32.97,0.652,64.32,6.27,108.83,Unhealthy_for_Sensitive,14.0,3.0,1.0,1.0,0.46644419725534586,37.35666666666666,0,0
2020-01-01 15:00:00,Germany,Frankfurt,Rural,22.2,62.73,16.18,0.0,26.03,38.04,35.7,0.355,35.49,2.46,89.24,Moderate,15.0,2.0,1.0,1.0,0.6842797055712821,33.25666666666667,0,0
2020-01-01 16:00:00,Germany,Frankfurt,Urban_Traffic,20.63,47.76,6.43,0.0,36.93,56.83,47.46,0.52,59.7,8.14,118.64,Unhealthy_for_Sensitive,16.0,2.0,1.0,1.0,0.6498328347692243,47.07333333333333,0,0
2020-01-01 17:00:00,Italy,Turin,Urban_Background,15.79,47.1,15.74,0.0,33.74,50.55,44.77,0.457,58.3,6.68,111.93,Unhealthy_for_Sensitive,17.0,2.0,1.0,1.0,0.6674579624121317,43.02,0,1
2020-01-01 18:00:00,Germany,Berlin,Suburban,19.75,57.79,9.66,0.0,22.23,28.62,38.18,0.434,51.62,0.32,95.45,Moderate,18.0,2.0,1.0,1.0,0.7767295597457138,29.676666666666666,0,1
2020-01-01 19:00:00,Netherlands,The Hague,Urban_Traffic,12.38,41.5,16.13,0.0,28.09,44.09,39.78,0.645,54.36,6.56,99.45,Moderate,19.0,2.0,1.0,1.0,0.6371059197082396,37.32,0,1
2020-01-01 20:00:00,Netherlands,Amsterdam,Rural,25.82,32.61,15.04,0.0,22.63,26.42,36.15,0.557,47.47,0.35,90.37,Moderate,20.0,2.0,1.0,1.0,0.8565480696409669,28.399999999999995,0,0
2020-01-01 21:00:00,Netherlands,Utrecht,Urban_Traffic,15.78,27.39,22.34,0.0,31.63,56.72,22.96,0.591,49.4,1.16,113.45,Unhealthy_for_Sensitive,21.0,2.0,1.0,1.0,0.5576516220018377,37.10333333333333,0,0
2020-01-01 22:00:00,Poland,Krakow,Urban_Traffic,14.1,37.37,12.75,0.0,29.6,49.9,33.18,0.454,32.89,3.74,107.93,Unhealthy_for_Sensitive,22.0,2.0,1.0,1.0,0.5931863727443023,37.56,0,0
2020-01-01 23:00:00,Netherlands,Amsterdam,Rural,18.2,38.72,11.27,0.0,31.73,48.17,23.01,0.453,55.37,3.2,96.34,Moderate,23.0,2.0,1.0,2.0,0.6587087398782256,34.303333333333335,0,0
2020-01-02 00:00:00,Germany,Frankfurt,Suburban,20.54,50.33,6.72,0.0,28.3,48.34,42.23,0.503,62.62,2.99,105.57,Unhealthy_for_Sensitive,0.0,3.0,1.0,1.0,0.5854364915172001,39.623333333333335,0,0
2020-01-02 01:00:00,France,Paris,Suburban,13.16,24.56,23.94,0.0,29.89,32.42,14.63,0.198,76.69,4.88,85.41,Moderate,1.0,3.0,1.0,1.0,0.9219617520020913,25.646666666666665,0,0
2020-01-02 02:00:00,France,Paris,Suburban,19.31,45.81,9.96,2.78,30.7,32.76,21.75,0.353,64.61,9.66,87.7,Moderate,2.0,3.0,1.0,1.0,0.9371184371155765,28.403333333333332,0,0
2020-01-02 03:00:00,Sweden,Malmo,Urban_Traffic,15.3,46.33,3.03,0.0,27.82,38.77,46.37,0.587,48.91,11.07,115.92,Unhealthy_for_Sensitive,3.0,3.0,1.0,1.0,0.7175651276741872,37.653333333333336,0,0
2020-01-02 04:00:00,Portugal,Braga,Industrial,18.51,31.95,3.47,0.0,29.6,45.28,36.76,0.518,67.8,12.67,91.89,Moderate,4.0,3.0,1.0,1.0,0.6537102473483796,37.21333333333333,0,0
2020-01-02 05:00:00,Germany,Berlin,Industrial,19.98,34.95,4.15,0.0,28.28,36.35,37.99,0.332,54.14,9.44,94.98,Moderate,5.0,3.0,1.0,1.0,0.7779917469029491,34.20666666666667,0,0
2020-01-02 06:00:00,Spain,Seville,Rural,7.31,55.7,12.58,0.0,25.5,40.8,23.59,0.446,69.1,4.67,81.61,Moderate,6.0,3.0,1.0,1.0,0.6249999999984681,29.963333333333335,0,0
2020-01-02 07:00:00,Germany,Berlin,Urban_Traffic,19.51,42.24,15.1,1.61,38.48,60.66,56.23,0.674,76.06,2.7,140.58,Unhealthy_for_Sensitive,7.0,3.0,6.0,1.0,0.6343554236718854,51.78999999999999,0,1
2020-01-02 08:00:00,Netherlands,The Hague,Urban_Traffic,16.78,33.99,12.53,2.08,35.44,42.32,33.18,0.524,40.38,4.03,103.6,Unhealthy_for_Sensitive,8.0,3.0,1.0,1.0,0.8374291115292121,36.98,0,1
2020-01-02 09:00:00,Germany,Berlin,Urban_Traffic,9.2,57.28,3.06,0.0,41.35,71.0,56.89,0.714,38.6,5.57,142.22,Unhealthy_for_Sensitive,9.0,3.0,1.0,1.0,0.5823943661963629,56.413333333333334,0,1
2020-01-02 10:00:00,Austria,Vienna,Urban_Traffic,19.2,39.86,25.98,0.0,25.16,34.58,41.62,0.392,52.95,9.92,104.05,Unhealthy_for_Sensitive,11.0,3.0,1.0,1.0,0.7275882012703078,33.78666666666666,0,0
2020-01-02 11:00:00,Italy,Rome,Industrial,18.63,49.24,21.5,0.0,19.15,19.93,18.96,0.211,59.78,9.23,59.78,Moderate,11.0,3.0,1.0,1.0,0.9608630205671809,19.346666666666668,0,0
2020-01-02 12:00:00,Austria,Innsbruck,Urban_Background,13.36,36.96,16.94,0.0,41.61,70.07,36.82,0.667,72.64,4.25,140.13,Unhealthy_for_Sensitive,12.0,3.0,1.0,1.0,0.5938347366910322,49.5,0,0
2020-01-02 13:00:00,Belgium,Ghent,Industrial,22.36,54.89,22.02,0.0,27.99,24.1,16.02,0.096,53.91,12.15,79.96,Moderate,13.0,3.0,1.0,1.0,1.1614107883769236,22.703333333333333,0,0
2020-01-02 14:00:00,Netherlands,Amsterdam,Rural,18.6,21.16,22.75,0.0,25.7,38.14,29.81,0.14,47.07,6.13,76.28,Moderate,14.0,3.0,1.0,1.0,0.6738332459342584,31.21666666666667,0,0
2020-01-02 15:00:00,Germany,Naples,Urban_Traffic,10.64,63.42,6.19,0.0,30.05,52.1,35.64,0.736,52.29,8.22,104.19,Unhealthy_for_Sensitive,15.0,3.0,1.0,1.0,0.5767754318606971,39.263333333333335,0,0
2020-01-02 16:00:00,France,Paris,Urban_Background,20.58,34.71,4.76,1.59,28.51,28.7,46.47,0.461,39.82,4.88,116.19,Unhealthy_for_Sensitive,16.0,3.0,1.0,1.0,0.9933797909373054,34.56,0,0
2020-01-02 17:00:00,Netherlands,Munich,Suburban,13.0,48.51,10.04,0.0,27.93,38.27,34.23,0.255,37.86,9.1,91.79,Moderate,17.0,3.0,1.0,1.0,0.7298144760890257,33.47666666666667,0,1
2020-01-02 18:00:00,Austria,Salzburg,Industrial,19.5,32.15,18.77,4.04,31.21,34.95,18.79,0.428,50.74,10.78,89.18,Moderate,18.0,3.0,1.0,1.0,0.8929899856912932,28.316666666666663,0,1
2020-01-02 19:00:00,Germany,Hamburg,Urban_Background,11.04,24.39,16.65,0.0,27.01,35.72,41.46,0.78,70.62,6.67,103.66,Unhealthy_for_Sensitive,19.0,3.0,1.0,1.0,0.7561590145555539,34.73,0,1
2020-01-02 20:00:00,Austria,Innsbruck,Urban_Traffic,7.46,50.67,20.69,0.0,28.8,39.83,21.3,0.473,54.26,4.38,82.27,Moderate,20.0,3.0,1.0,1.0,0.72307306050534,29.976666666666663,0,0
2020-01-02 21:00:00,Austria,Graz,Urban_Traffic,6.11,40.49,8.35,0.0,35.9,54.82,42.47,0.574,45.27,3.4,109.65,Unhealthy_for_Sensitive,21.0,3.0,1.0,1.0,0.654870485223176,44.39666666666667,0,0
2020-01-02 22:00:00,Italy,Milan,Urban_Traffic,18.93,57.83,24.94,0.0,28.54,42.96,25.76,0.565,60.14,4.36,85.92,Moderate,22.0,3.0,1.0,1.0,0.6643389199239657,32.42,0,0
2020-01-02 23:00:00,Spain,Madrid,Suburban,18.19,22.7,24.93,0.0,31.8,58.61,29.05,0.169,81.38,3.19,117.21,Unhealthy_for_Sensitive,23.0,3.0,1.0,1.0,0.5425695273834796,39.82,0,0
2020-01-03 00:00:00,Italy,Milan,Urban_Traffic,19.76,46.44,20.47,0.0,29.59,37.12,24.58,0.444,47.07,5.72,84.53,Moderate,0.0,4.0,1.0,1.0,0.7971443965495767,30.429999999999996,0,0
2020-01-03 01:00:00,Italy,Rome,Industrial,20.98,45.43,23.28,0.0,25.16,33.09,34.47,0.246,47.07,6.98,86.18,Moderate,1.0,4.0,1.0,1.0,0.7603505590789955,30.906666666666666,0,0
2020-01-03 02:00:00,Italy,Rome,Urban_Traffic,17.59,56.76,17.62,0.0,30.07,50.2,36.71,0.365,58.15,5.5,100.4,Unhealthy_for_Sensitive,2.0,4.0,1.0,1.0,0.5990039840625517,38.99333333333334,0,0
2020-01-03 03:00:00,Austria,Salzburg,Rural,20.34,45.09,24.98,0.0,22.72,31.07,20.34,0.185,65.8,2.43,65.8,Moderate,3.0,4.0,1.0,1.0,0.731252011584386,24.709999999999997,0,0
2020-01-03 04:00:00,Spain,Barcelona,Urban_Background,19.89,43.34,23.3,3.75,26.91,33.89,25.27,0.353,60.76,7.27,76.89,Moderate,4.0,4.0,1.0,1.0,0.7940395396848803,28.689999999999998,0,0
2020-01-03 05:00:00,France,Munich,Suburban,12.89,44.13,30.01,0.0,15.0,11.4,22.86,0.303,50.1,0.0,57.14,Moderate,5.0,4.0,1.0,1.0,1.3157894736726685,16.419999999999998,0,0
2020-01-03 06:00:00,Portugal,Lisbon,Urban_Background,16.49,40.47,29.26,0.0,30.62,36.73,33.89,0.526,72.23,9.78,87.5,Moderate,6.0,4.0,1.0,1.0,0.833650966510118,33.74666666666666,0,0
2020-01-03 07:00:00,Austria,Vienna,Suburban,14.94,30.1,13.99,0.0,42.09,66.72,29.75,0.433,64.91,3.25,133.44,Unhealthy_for_Sensitive,7.0,4.0,1.0,1.0,0.6308453237400617,46.18666666666667,0,1
2020-01-03 08:00:00,Poland,Krakow,Urban_Traffic,12.38,30.52,2.55,0.0,28.2,42.72,51.56,0.684,53.9,1.42,128.9,Unhealthy_for_Sensitive,8.0,4.0,1.0,1.0,0.6601123595490166,40.82666666666667,0,1
2020-01-03 10:00:00,Austria,Graz,Industrial,10.33,54.65,17.42,0.0,29.91,44.77,42.33,0.192,83.19,14.78,105.83,Unhealthy_for_Sensitive,10.0,4.0,1.0,1.0,0.6680813044434485,39.00333333333334,0,0
2020-01-03 11:00:00,Spain,Madrid,Industrial,17.41,41.1,13.53,0.0,25.56,45.54,39.51,0.167,46.35,8.13,98.78,Moderate,11.0,4.0,1.0,1.0,0.5612648221331549,36.87,0,0
2020-01-03 12:00:00,Austria,Salzburg,Urban_Traffic,14.88,44.89,5.22,0.56,38.45,66.27,45.69,0.542,63.16,1.76,132.54,Unhealthy_for_Sensitive,12.0,4.0,1.0,1.0,0.58020220310762,50.13666666666666,0,0
2020-01-03 13:00:00,Belgium,Bruges,Urban_Background,20.58,43.26,4.99,0.0,28.75,39.59,52.78,0.405,59.06,0.76,131.95,Unhealthy_for_Sensitive,13.0,4.0,1.0,1.0,0.7261934832009946,40.373333333333335,0,0
2020-01-03 14:00:00,Netherlands,Utrecht,Urban_Traffic,8.73,34.55,15.04,0.0,29.46,37.18,32.91,0.433,39.73,0.96,84.18,Moderate,14.0,4.0,1.0,1.0,0.7923614846670458,33.18333333333333,0,0
2020-01-03 15:00:00,Netherlands,Rotterdam,Suburban,12.38,29.56,13.22,0.0,30.85,55.2,30.85,0.519,53.88,9.08,110.39,Unhealthy_for_Sensitive,15.0,4.0,1.0,1.0,0.5588768115931905,38.96666666666667,0,0
2020-01-03 16:00:00,France,Paris,Industrial,22.65,44.73,17.05,0.0,29.1,33.8,32.06,0.334,63.18,11.15,83.14,Moderate,16.0,4.0,1.0,1.0,0.8609467455595831,31.653333333333336,0,0
2020-01-03 17:00:00,France,Toulouse,Suburban,5.65,37.75,24.66,0.0,29.93,52.04,28.1,0.395,39.85,5.72,104.08,Unhealthy_for_Sensitive,17.0,4.0,1.0,1.0,0.5751345119128072,36.69,0,1
2020-01-03 18:00:00,Spain,Valencia,Suburban,18.68,42.33,11.16,0.0,41.73,54.77,21.63,0.551,69.36,2.61,119.24,Moderate,18.0,4.0,1.0,1.0,0.7619134562702904,39.376666666666665,0,1
2020-01-03 19:00:00,France,Paris,Rural,12.38,29.12,22.44,0.0,23.22,28.88,29.64,0.424,58.51,0.99,74.09,Moderate,19.0,4.0,1.0,1.0,0.804016620495831,27.246666666666666,0,1
2020-01-03 20:00:00,Austria,Graz,Industrial,21.52,49.3,15.32,0.0,24.76,46.85,37.07,0.381,50.77,10.31,93.71,Moderate,20.0,4.0,1.0,1.0,0.5284951974375058,36.22666666666667,0,0
2020-01-03 21:00:00,Germany,Hamburg,Urban_Background,14.83,48.18,16.07,2.39,33.86,47.66,45.75,0.461,50.17,7.66,114.37,Unhealthy_for_Sensitive,21.0,4.0,1.0,1.0,0.7104490138466,42.42333333333333,0,0
2020-01-03 23:00:00,Netherlands,Amsterdam,Industrial,24.44,48.68,17.26,0.0,24.53,43.42,23.73,0.488,78.17,8.91,91.79,Moderate,23.0,4.0,1.0,1.0,0.5649470290175842,30.560000000000002,0,0
,Austria,Innsbruck,Urban_Traffic,15.27,54.53,27.64,0.0,23.59,36.73,22.24,0.223,47.78,0.0,67.41,Moderate,0.0,5.0,1.0,1.0,0.6422542880461687,27.519999999999996,1,0
2020-01-04 01:00:00,Austria,Innsbruck,Rural,11.46,45.63,2.74,0.0,28.4,53.92,32.85,0.478,62.2,4.01,107.84,Unhealthy_for_Sensitive,1.0,5.0,1.0,1.0,0.5267062314530291,38.38999999999999,1,0
2020-01-04 02:00:00,Netherlands,Amsterdam,Suburban,9.65,40.74,10.86,3.02,21.75,29.31,28.23,0.354,41.52,7.39,70.56,Moderate,2.0,3.0,1.0,1.0,0.7420675537333946,26.430000000000003,0,0
2020-01-04 03:00:00,Austria,Graz,Suburban,22.74,32.95,9.37,0.0,32.93,65.01,25.41,0.368,55.67,6.0,130.02,Unhealthy_for_Sensitive,3.0,5.0,1.0,1.0,0.5065374557752552,41.11666666666667,1,0
2020-01-04 04:00:00,Austria,Vienna,Industrial,12.97,49.75,13.12,0.0,24.58,43.88,28.73,0.555,62.14,13.31,87.75,Moderate,4.0,5.0,1.0,1.0,0.5601640838638099,32.39666666666667,1,0
2020-01-04 05:00:00,Germany,Munich,Suburban,18.16,36.22,19.37,0.35,16.34,15.83,17.89,0.366,66.21,4.72,66.21,Moderate,5.0,5.0,1.0,1.0,1.0322173089006177,16.686666666666667,1,0
2020-01-04 06:00:00,Portugal,Porto,Suburban,18.65,38.48,8.51,0.18,29.76,51.45,15.6,0.387,43.73,3.83,102.9,Unhealthy_for_Sensitive,6.0,3.0,1.0,1.0,0.5784256559755521,32.27,0,0
2020-01-04 07:00:00,Belgium,Antwerp,Urban_Traffic,12.38,39.05,17.23,0.0,25.16,55.46,39.14,0.477,51.54,5.52,110.92,Unhealthy_for_Sensitive,7.0,5.0,1.0,1.0,0.4536602957078008,39.92,1,1
2020-01-04 08:00:00,Portugal,Porto,Urban_Traffic,14.57,59.11,23.83,0.0,41.83,67.3,33.68,0.44,44.9,5.27,134.61,Unhealthy_for_Sensitive,8.0,5.0,1.0,1.0,0.6215453194641581,47.60333333333333,1,1
2020-01-04 09:00:00,Spain,Seville,Urban_Background,23.33,32.77,20.85,4.05,36.25,52.98,36.08,0.636,45.09,1.49,105.96,Moderate,9.0,5.0,1.0,1.0,0.68422046054986,41.769999999999996,1,1
2020-01-04 10:00:00,Netherlands,The Hague,Urban_Background,11.24,54.44,14.34,0.0,35.78,55.1,33.49,0.527,61.53,6.38,110.19,Unhealthy_for_Sensitive,10.0,5.0,1.0,1.0,0.6493647912873877,41.45666666666667,1,0
2020-01-04 11:00:00,Italy,Rome,Rural,20.54,52.49,18.93,0.0,18.94,40.24,25.21,0.168,56.96,2.96,80.49,Moderate,11.0,3.0,1.0,1.0,0.47067594433282633,28.130000000000006,0,0
2020-01-04 12:00:00,Poland,Krakow,Suburban,27.31,36.15,17.63,0.0,25.16,41.2,32.12,0.418,63.75,5.72,82.39,Moderate,12.0,5.0,1.0,1.0,0.6106796116490031,32.82666666666666,1,0
2020-01-04 13:00:00,Netherlands,Rotterdam,Rural,17.74,45.25,29.25,0.79,14.84,15.86,18.22,0.199,56.99,2.8,56.99,Moderate,13.0,5.0,1.0,1.0,0.9356872635502164,16.30666666666667,1,0
2020-01-04 14:00:00,France,Lyon,Urban_Background,22.44,46.23,11.05,2.02,28.96,58.51,39.84,0.529,60.13,3.26,117.03,Unhealthy_for_Sensitive,14.0,5.0,1.0,1.0,0.494958126815083,42.43666666666667,1,0
2020-01-04 15:00:00,Belgium,Ghent,Rural,22.95,61.56,24.38,0.0,17.79,21.74,21.04,0.135,63.82,9.7,63.82,Moderate,15.0,5.0,1.0,1.0,0.8183072677055276,20.19,1,0
2020-01-04 16:00:00,Sweden,Stockholm,Suburban,12.34,34.71,19.95,0.0,27.66,52.33,28.52,0.304,57.19,6.84,104.67,Unhealthy_for_Sensitive,16.0,5.0,1.0,1.0,0.5285686986422156,36.169999999999995,1,0
2020-01-04 17:00:00,Netherlands,The Hague,Urban_Traffic,12.39,36.63,17.81,0.0,40.66,56.67,51.42,0.588,55.63,9.74,128.55,Unhealthy_for_Sensitive,17.0,5.0,1.0,1.0,0.7174872066336376,49.583333333333336,1,1
2020-01-04 18:00:00,France,Paris,Suburban,9.69,60.02,14.16,0.0,36.56,52.79,39.49,0.484,47.07,9.43,105.58,Unhealthy_for_Sensitive,18.0,5.0,1.0,1.0,0.6925554082199421,42.946666666666665,1,1
2020-01-04 19:00:00,Germany,Hamburg,Urban_Background,24.4,44.94,17.09,0.54,35.1,60.19,45.06,0.482,62.84,0.0,120.39,Unhealthy_for_Sensitive,19.0,5.0,1.0,1.0,0.5831533477312126,46.78333333333333,1,1
2020-01-04 20:00:00,Sweden,Uppsala,Urban_Background,18.84,32.86,8.01,0.0,25.16,37.88,37.75,0.358,67.86,2.7,94.36,Moderate,11.0,5.0,1.0,1.0,0.66420274551039,33.59666666666667,1,0
2020-01-04 21:00:00,Portugal,Braga,Urban_Background,13.7,59.51,10.28,1.19,34.35,53.34,31.42,0.367,67.13,0.18,106.68,Unhealthy_for_Sensitive,21.0,5.0,1.0,1.0,0.6439820022485114,39.70333333333333,1,0
2020-01-04 22:00:00,Poland,Poznan,Industrial,21.04,49.7,23.76,0.0,20.07,21.46,23.47,0.139,47.07,10.57,63.42,Moderate,22.0,5.0,1.0,1.0,0.935228331775698,21.666666666666668,1,0
,Portugal,Coimbra,Industrial,13.03,59.72,13.29,0.78,24.35,39.41,29.54,0.2,58.27,3.74,78.82,Moderate,23.0,3.0,1.0,1.0,0.6178634864231975,31.099999999999998,0,0
2020-01-05 00:00:00,Belgium,Bruges,Industrial,13.84,45.05,19.8,0.53,18.01,23.27,24.89,0.369,50.77,11.12,62.21,Moderate,0.0,6.0,1.0,1.0,0.7739578856864034,22.05666666666667,1,0
2020-01-05 01:00:00,Austria,Vienna,Rural,20.04,29.23,20.35,0.0,30.06,32.78,27.25,0.221,55.46,5.99,85.89,Moderate,1.0,6.0,6.0,1.0,0.9170225747378979,30.03,1,0
2020-01-05 02:00:00,Sweden,Stockholm,Industrial,14.48,36.73,24.79,0.0,24.04,38.35,21.5,0.216,64.96,9.04,76.7,Moderate,2.0,6.0,1.0,1.0,0.6268578878732024,27.963333333333335,1,0
2020-01-05 03:00:00,Netherlands,The Hague,Urban_Traffic,22.24,51.09,3.3,0.0,23.41,47.37,58.55,0.678,29.48,10.3,146.36,Unhealthy_for_Sensitive,3.0,6.0,1.0,1.0,0.4941946379554693,43.10999999999999,1,0
2020-01-05 04:00:00,Netherlands,Rotterdam,Suburban,25.71,50.1,9.49,0.0,36.41,56.3,39.26,0.36,52.65,1.53,112.59,Unhealthy_for_Sensitive,4.0,6.0,1.0,1.0,0.6467140319704321,43.99,1,0
2020-01-05 05:00:00,France,Toulouse,Industrial,9.84,47.76,15.04,0.0,35.54,60.15,35.47,0.663,47.87,13.79,120.29,Unhealthy_for_Sensitive,5.0,6.0,1.0,1.0,0.590856192850223,43.72,1,0
2020-01-05 06:00:00,Poland,Poznan,Urban_Traffic,11.57,55.31,14.22,0.36,23.18,37.78,54.16,0.51,56.34,12.37,135.41,Unhealthy_for_Sensitive,6.0,6.0,1.0,1.0,0.6135521439899059,38.373333333333335,1,0
2020-01-05 07:00:00,Portugal,Coimbra,Urban_Background,22.39,43.16,14.47,0.0,30.72,45.79,44.65,0.585,48.53,2.31,111.63,Unhealthy_for_Sensitive,7.0,6.0,1.0,1.0,0.6708888403566916,40.38666666666666,1,1
2020-01-05 08:00:00,Germany,Munich,Urban_Background,24.49,39.25,10.37,0.0,29.11,45.49,38.66,0.461,53.52,7.89,96.66,Moderate,8.0,6.0,1.0,1.0,0.6399208617264455,37.75333333333333,1,1
2020-01-05 09:00:00,Portugal,Coimbra,Urban_Background,14.19,47.4,12.97,0.0,28.37,45.36,51.32,0.469,47.07,7.68,128.31,Unhealthy_for_Sensitive,9.0,6.0,1.0,1.0,0.625440917106205,41.68333333333334,1,1
2020-01-05 10:00:00,Sweden,Gothenburg,Suburban,13.32,61.45,5.5,0.0,27.9,36.73,35.88,0.567,67.88,0.39,89.7,Moderate,10.0,6.0,1.0,1.0,0.7595970596222172,33.50333333333333,1,0
2020-01-05 11:00:00,Sweden,Gothenburg,Urban_Traffic,18.84,31.96,28.11,0.0,30.95,49.01,30.87,0.265,42.2,6.69,98.02,Moderate,11.0,6.0,1.0,1.0,0.6315037747385605,36.943333333333335,1,0
2020-01-05 12:00:00,Spain,Seville,Industrial,12.0,32.89,10.31,0.0,23.92,38.63,17.4,0.43,61.43,4.02,77.25,Moderate,12.0,6.0,1.0,1.0,0.6192078695298493,26.650000000000002,1,0
2020-01-05 13:00:00,Italy,Milan,Urban_Background,19.37,56.73,18.35,0.0,29.48,36.43,25.4,0.479,46.36,5.24,84.22,Moderate,13.0,6.0,1.0,1.0,0.8092231677166917,30.436666666666667,1,0
2020-01-05 14:00:00,Sweden,Malmo,Rural,24.07,27.85,10.73,9.78,17.75,27.91,35.88,0.4,65.49,2.75,89.69,Moderate,14.0,6.0,1.0,1.0,0.6359727696143462,27.179999999999996,1,0
2020-01-05 15:00:00,Belgium,Bruges,Urban_Traffic,18.63,41.55,34.73,0.13,22.63,21.79,15.88,0.099,48.21,2.84,64.65,Moderate,15.0,6.0,1.0,1.0,1.038549793478483,20.1,1,0
2020-01-05 16:00:00,Germany,Hamburg,Suburban,11.98,20.0,18.11,0.0,35.03,52.32,25.93,0.28,60.07,3.68,104.63,Unhealthy_for_Sensitive,16.0,6.0,1.0,1.0,0.6695336391424512,37.76,1,0
2020-01-05 17:00:00,Austria,Salzburg,Suburban,23.33,33.32,22.94,1.03,27.7,30.19,28.26,0.33,67.74,6.42,79.15,Moderate,17.0,6.0,1.0,1.0,0.9175223583937809,28.71666666666667,1,1
2020-01-05 18:00:00,Sweden,Stockholm,Urban_Traffic,17.37,48.18,26.12,1.4,35.3,38.98,33.75,0.368,55.97,5.17,100.86,Unhealthy_for_Sensitive,18.0,6.0,1.0,1.0,0.9055926115933668,36.01,1,1
2020-01-05 19:00:00,Spain,Barcelona,Industrial,20.15,42.83,8.65,0.0,36.96,66.73,33.47,0.623,54.08,8.99,133.45,Unhealthy_for_Sensitive,19.0,6.0,1.0,1.0,0.5538738198702924,45.72,1,1
2020-01-05 20:00:00,Sweden,Malmo,Suburban,13.95,48.54,19.39,0.0,17.57,13.41,30.31,0.233,47.07,6.47,75.79,Moderate,20.0,6.0,1.0,1.0,1.310216256515211,20.43,1,0
2020-01-05 21:00:00,Netherlands,The Hague,Urban_Background,12.36,26.33,13.2,0.0,36.58,52.05,42.93,0.544,53.66,4.48,107.32,Unhealthy_for_Sensitive,21.0,6.0,1.0,1.0,0.7027857828997064,43.85333333333333,1,0
2020-01-05 22:00:00,Poland,Krakow,Industrial,14.77,47.76,3.17,0.55,27.97,45.56,38.05,0.48,41.22,13.59,95.12,Moderate,22.0,6.0,1.0,1.0,0.6139157155385998,37.193333333333335,1,0
